category,name,price,product_number,subcategory,subtitle
Гейминг хардуер,"
Hama Bluetooth USB Adapter
",19.87,HAMA-49218,Мрежово оборудване,"Адаптер Bluetooth USB HAMA 49218, version 4.0+EDR"
Гейминг хардуер,"
TP-Link TL-WN725N
",17.0,TP-TL-WN725N,Мрежово оборудване,Нано адаптер TP LINK TL-WN725N
Гейминг хардуер,"
Estillo Bluetooth
",14.4,EST-MINI-BLUETOTH,Мрежово оборудване,Мини адаптер Bluetooth USB ESTILLO
Гейминг хардуер,"
Estillo 8139D Realtek
",13.07,EST-NET-10-100,Мрежово оборудване,Мрежова карта ESTILLO 10/100 Realtek 8139D
Гейминг хардуер,"
MikroTik RBGPOE
",9.6,MIKROTIK-CABL-RBPOE,Мрежово оборудване,"Пасивно POE захранващо устройство MikroTik RBGPOE,PoE, 28 V"
Гейминг хардуер,"
MikroTik RBGPOE
",11.26,MIKROTIK-INJEC-RBGPOE,Мрежово оборудване,"Гигабитов етернет MikroTik RBGPOE,10,100,1000 Мбит/с, 48 V, 2 A"
Гейминг хардуер,"
iFixit Manta Precision Bit Set
",169.0,IF145-392,Инструменти,Професионални инструменти iFixit Manta Precision Bit Set - 112 Precision Bits
Гейминг хардуер,"
iFixit Pro Tech Toolkit
",169.0,IF145-307-4,Инструменти,Професионални инструменти iFixit Pro Tech Toolkit - 64 Precision Bits
Гейминг хардуер,"
iFixit Marlin
",129.0,IF145-EU145462,Инструменти,Професионални инструменти iFixit Marlin - 15 прецизни отверки
Гейминг хардуер,"
iFixit Mahi Precision Bit Set
",79.0,IF145-391,Инструменти,Професионални инструменти iFixit Mahi Precision Bit Set - 48 Precision Bits
Гейминг хардуер,"
iFixit iOpener
",64.99,IF145-198-9,Инструменти,Инструмент iFixit iOpener Toolkit
Гейминг хардуер,"
iFixit Mako Precision Bit Set
",79.0,IF145-299-4,Инструменти,Професионални инструменти iFixit Mako Driver Kit - 64 Precision Bits
Гейминг хардуер,"
Phanteks 16 Piece Computer Toolkit
",45.23,PHANTEKS-ACC-ZUWS-148,Инструменти,Инструменти PHANTEKS Toolkit
Гейминг хардуер,"
iFixit Magnetic Project Mat
",55.01,IF145-167-4,Инструменти,Магнитна подложка iFixit Magnetic Project Mat 20 x 25 cm
Гейминг хардуер,"
iFixit Jimmy
",25.0,IF145-259,Инструменти,"Инструмент iFixit Jimmy за отваряне на лаптопи, мобилни телефони, таблети"
Гейминг хардуер,"
iFixit Precision Tweezers Set
",45.0,IF145-060-3,Инструменти,Инструмент iFixit Precision Tweezer Set PRO комплект от 3 прецизни пинсети
Гейминг хардуер,"
Estillo комбинирани клещи 3в1
",22.8,EST-TOOLS,Инструменти,Клещи комбинирани 3 в 1 ESTILLO
Гейминг хардуер,"
Hama универсален комплект отвертки
",24.78,HAMA-53052,Инструменти,Отвертка с 10 накрайници HAMA 53052
Гейминг хардуер,"
Hama комплект мини отвертки
",20.4,HAMA-39694,Инструменти,Отвертка с 12 накрайници HAMA 39694
Гейминг хардуер,"
iFixit Opening Tool 5-Pack
",18.0,IF145-335-1,Инструменти,Инструмент iFixit Opening Tool х5
Гейминг хардуер,"
Estillo Mini RJ-45/RJ11 Tester
",19.2,EST-TESTER-MINI,Инструменти,Тестер за кабели RJ-45/RJ-11 ESTILLO
Гейминг хардуер,"
iFixit Precision Utility Knife
",15.0,IF145-185-2,Инструменти,Инструмент iFixit Utility Knife
Гейминг хардуер,"
Delock SATA PCI Express Card - 2 ports
",100.8,DELOCK-90393,Контролери,Контролер Delock SATA PCI Express Card - 2 ports
Гейминг хардуер,"
Estillo PCI to Serial Port
",50.4,EST-PCI-SER4,Контролери,Контролер ESTILLO PCI 4S serial port
Гейминг хардуер,"
Internal USB Hub (Gen 3)
",49.0,NZXT-AC-IUSBH-M3,Контролери,USB хъб за вграждане NZXT AC-IUSBH-M3
Гейминг хардуер,"
Phanteks Universal PWM Fan Controller
",49.0,PHANTEKS-ACC-LULS-316,Вентилатори,Контролер за вентилатори Phanteks Universal PWM Fan Controller
Гейминг хардуер,"
Estillo mSATA to SATA
",37.2,EST-MSATA-SATA,Контролери,"Адаптер ESTILLO mSata SSD към 2.5"" Sata"
Гейминг хардуер,"
Estillo Caddy 9.5mm
",36.0,EST-CONV-NOT1,Контролери,Конвертор ESTILLO caddy SATA към SATA HDD bay 9.5mm
Гейминг хардуер,"
Estillo Caddy 12.5mm
",36.0,EST-CONV-NOT,Контролери,Конвертор ESTILLO caddy SATA към SATA HDD bay 12.5mm
Гейминг хардуер,"
Estillo PCI SATA RAID
",31.2,EST-PCI-SATA-RAID,Контролери,RAID контролер Estillo PCI SATA RAID за 2 диска SATA
Гейминг хардуер,"
Estillo USB 2.0 to SATA/IDE
",25.31,EST-USB2.0-2.5-3.5-COMBO,Контролери,"Конвертор ESTILLO USB 2.0 към 2.5""/3.5"" SATA / IDE"
Гейминг хардуер,"
Estillo PCI to Serial and Parralel Ports
",26.4,EST-PCI-SER-PAR,Контролери,Контролер ESTILLO PCI 2S serial port + 1paralel
Гейминг хардуер,"
NZXT Internal USB Hub
",22.07,NZXT-AC-IUSBH-M1,Контролери,USB хъб за вграждане NZXT AC-IUSBH-M1
Гейминг хардуер,"
Estillo PCI to 1394 FireWire
",19.2,EST-PCI-1394,Контролери,Контролер ESTILLO PCI - 3 x 1394AV + 1 x 1394 FireWire PCI Host Adapter
Гейминг хардуер,"
Estillo PCI to USB 2.0
",17.4,EST-PCI-USB2.0,Контролери,"PCI адаптер ESTILLO 4 външни и 1 вътрешен порт USB2.0, NEC Chips"
Гейминг хардуер,"
Thermal Grizzly Minus Pad 8
",20.65,TG-ZUWA-143,Термо пасти,"Термопроводящ пад Thermal Grizzly Minus Pad 8, 120 х 20 х 1.5 mm"
Гейминг хардуер,"
Thermal Grizzly Carbonaut
",20.4,TG-ZUWA-182,Термо пасти,"Термопроводящ пад Thermal Grizzly Carbonaut, 25 х 25 х 0.2 mm"
Гейминг хардуер,"
Thermal Grizzly Conductonaut
",20.4,TG-ZUWA-153,Термо пасти,"Термо паста Thermal Grizzly Conductonaut Liquid Metal, 1g, Черен"
Гейминг хардуер,"
Thermal Grizzly TG Shield
",19.6,TG-ZUWA-211,Термо пасти,"Защитен лак Thermal Grizzly Shield, 5ml, Червен"
Гейминг хардуер,"
Arctic MX-4
",18.0,ARCTIC-TCP-ACTCP00008B,Термо пасти,"Термо паста ARCTIC MX-4, 2019 Edition, Сив"
Гейминг хардуер,"
Thermal Grizzly Aeronaut
",18.6,TG-ZUWA-130,Термо пасти,"Термо паста Thermal Grizzly Aeronaut, Черен"
Гейминг хардуер,"
Thermal Grizzly Minus Pad 8
",18.19,TG-ZUWA-138,Термо пасти,"Термопроводящ пад Thermal Grizzly Minus Pad 8, 30 х 30 х 2.0 mm"
Гейминг хардуер,"
Thermal Grizzly TG Remove
",19.3,TG-ZUWA-210,Термо пасти,"Почистваща течност Thermal Grizzly Remove, 10ml, Прозрачна"
Гейминг хардуер,"
Thermal Grizzly Minus Pad 8
",17.6,TG-ZUWA-141,Термо пасти,"Термопроводящ пад Thermal Grizzly Minus Pad 8, 120 х 20 х 1.0 mm"
Гейминг хардуер,"
Thermal Grizzly Minus Pad 8
",15.77,TG-ZUWA-139,Термо пасти,"Термопроводящ пад Thermal Grizzly Minus Pad 8, 120 х 20 х 0.5 mm"
Гейминг хардуер,"
Arctic MX-2
",13.61,ARCTIC-ACTCP00004B,Термо пасти,Термо паста ARCTIC MX-2 2019 Edition
Гейминг хардуер,"
Thermal Grizzly Minus Pad 8
",15.3,TG-ZUWA-137,Термо пасти,"Термопроводящ пад Thermal Grizzly Minus Pad 8, 30 х 30 х 1.5 mm"
Гейминг хардуер,"
Thermal Grizzly Minus Pad 8
",13.43,TG-ZUWA-136,Термо пасти,"Термопроводящ пад Thermal Grizzly Minus Pad 8, 30 х 30 х 1.0 mm"
Гейминг хардуер,"
Arctic Thermal Pad
",13.2,ARCTIC-ACTPD00003A,Термо пасти,"Термопроводящ пад ARCTIC Thermal pad, 50 х 50 х 1.5 mm"
Гейминг хардуер,"
Thermal Grizzly Minus Pad 8
",12.44,TG-ZUWA-135,Термо пасти,"Термопроводящ пад Thermal Grizzly Minus Pad 8, 30 х 30 х 0.5 mm"
Гейминг хардуер,"
Arctic MX-4
",12.0,ARCTIC-TCP-ACTCP00002B,Термо пасти,"Термо паста ARCTIC MX-4, 2019 Edition, Сив"
Гейминг хардуер,"
Arctic MX-4
",10.2,ARCTIC-TCP-ACTCP00007B,Термо пасти,"Термо паста ARCTIC MX-4, 2019 Edition, Сив"
Гейминг хардуер,"
Arctic Thermal Pad
",10.8,ARCTIC-ACTPD00002A,Термо пасти,"Термопроводящ пад ARCTIC Thermal pad, 50 х 50 х 1 mm"
Гейминг хардуер,"
Arctic MX-2 4g
",10.01,ARCTIC-ACTCP00005B,Термо пасти,Термо паста ARCTIC MX-2 2019 Edition 4g
Гейминг хардуер,"
Thermal Grizzly Hydronaut
",9.7,TG-ZUWA-150,Термо пасти,"Термо паста Thermal Grizzly Hydronaut, 1g, Черен"
Гейминг хардуер,"
Thermal Grizzly Aeronaut
",8.12,TG-ZUWA-151,Термо пасти,"Термо паста Thermal Grizzly Aeronaut, Черен"
Гейминг хардуер,"
Arctic Thermal Pad
",9.0,ARCTIC-ACTPD00001A,Термо пасти,"Термопроводящ пад ARCTIC Thermal pad, 50 х 50 х 0.5 mm"
Гейминг хардуер,"
Thermal Grizzly Applications
",5.05,TG-ZUWA-152,Термо пасти,Thermal Grizzly Applications - 3 броя
Гейминг хардуер,"
SPIRE Termica X2-431
",4.8,SP-X2-431-0.5,Термо пасти,Термо паста SPIRE Termica X2-431
Гейминг хардуер,"
Thermal Grizzly Applications for Liquid Metal
",2.95,TG-ZUWA-157,Термо пасти,Thermal Grizzly Applications for Liquid Metal - 3 броя
Гейминг хардуер,"
PowerWalker VI 1000 MS
",197.95,POWER-UPS-VI1000MS,UPS- и,"UPS POWERWALKER VI 1000 MS, 1000 VA Line Interactive"
Гейминг хардуер,"
PowerWalker 650 SW
",177.29,POWER-INVERTER-650SW,UPS- и,"Инвертор POWERWALKER 650 SW, 650 VA"
Гейминг хардуер,"
PowerWalker VFD 600 APFC
",172.52,POWER-UPS-VFD600APFC,UPS- и,"UPS POWERWALKER VFD 600 APFC, 600VA, Off-Line"
Гейминг хардуер,"
PowerWalker VI 850 SB
",148.13,POWER-UPS-VI850SB,UPS- и,"UPS POWERWALKER VI 850 SB, 850VA Line Interactive"
Гейминг хардуер,"
PowerWalker AVR 2000 SIV
",147.13,POWER-AVR-2000,UPS- и,"Стабилизатор POWERWALKER AVR 2000 SIV, 2000VA"
Гейминг хардуер,"
PowerWalker VFD 600
",128.32,POWER-UPS-VFD600,UPS- и,"UPS POWERWALKER VFD 600, 600VA, Off-Line"
Гейминг хардуер,"
FSP Rack Mount Slider Rails for 19"" UPS
",115.2,FORT-UPS-RACK-SLIDER,UPS- и,"Релси FSP Rack Mount Slider Rails for 19"" UPS"
Гейминг хардуер,"
PowerWalker AVR 1200
",95.03,POWER-AVR-1200,UPS- и,"Стабилизатор POWERWALKER AVR 1200, 1200VA"
Гейминг хардуер,"
PowerWalker AVR 600
",73.46,POWER-AVR-600,UPS- и,"Стабилизатор POWERWALKER AVR 600, 600VA"
Кабели,"
PowerWalker IEC C13/C14
",16.68,POWER-CABLE-IEC-C13-C14,Кабели,"Кабел PowerWalker IEC C13/C, 14 - 1,80 m, 10A, 0.75 mm2"
Кабели,"
PowerWalker IEC 10A C14/ Schuko
",16.07,POWER-CABLE-IEC-SCHUKO,Кабели,Кабел PowerWalker IEC 10A C14/ шуко (20cm)
Гейминг хардуер,"
Jonsbo VC-4
",43.96,JONSBO-GAZU-643,Видео карти,Jonsbo VC-4 ARGB GPU Holder
Гейминг хардуер,"
CoolMoon CM-VT192
",15.0,COOLMOON-VT192-BL,Видео карти,"Държач за графична карта COOLMOON CM-VT192, Алуминий, Черен"
Гейминг хардуер,"
Jonsbo VC-1 GPU bracket
",22.9,JONSBO-GAZU-642,Видео карти,Jonsbo VC-1 GPU bracket - silver
Гейминг хардуер,"
CoolMoon CM-VT192
",15.0,COOLMOON-VT192-GR,Видео карти,"Държач за графична карта COOLMOON CM-VT192, Алуминий, Сребрист"
Гейминг хардуер,"
Cooler Master Universal Graphics Card Holder (2 supports)
",29.0,CM-MCA-0005-KUH00,Видео карти,Cooler Master Universal Graphics Card Holder
Гейминг хардуер,"
Cooler Master ELV8 Universal Graphic Card Holder
",49.0,CM-MAZ-IMGB-N30NA-R1,Видео карти,Cooler Master ELV8 Universal Graphic Card Holder
Гейминг хардуер,"
BIOSTAR H510MHP
",144.28,BIO-MB-H510MHP,Дънни платки,"Дънна платка BIOSTAR H510MHP, mATX, socket 1200"
Гейминг хардуер,"
BIOSTAR H81MHV3
",141.4,BIO-MB-H81MHV3,Дънни платки,"Дънна платка BIOSTAR H81MHV3, Intel H81, sock. 1150, Ver 7.3"
Гейминг хардуер,"
BIOSTAR B365MHC
",141.3,BIO-MB-B365MHC,Дънни платки,"Дънна платка BIOSTAR B365MHC, Intel B365, sock. 1151, Ver 6.X"
Гейминг хардуер,"
BIOSTAR A68N-5600E
",143.26,BIO-MB-A68N-5600E,Дънни платки,"Дънна платка BIOSTAR A68N-5600E BGA769 с процесор AMD PRO A4-3350B, Ver 6.X"
Гейминг хардуер,"
ASRock H510M-HDV/M.2
",144.05,ASR-MB-H510M-HDV-M2,Дънни платки,"Дънна платка ASRock H510M-HDV/M.2, LGA1200, DDR4, mATX"
Гейминг хардуер,"
GIGABYTE B450M S2H
",140.02,GA-MB-B450M-S2H,Дънни платки,"Дънна платка GIGABYTE B450M S2H, rev. 1.0"
Гейминг хардуер,"
GIGABYTE A320M-S2H
",130.42,GA-MB-A320M-S2H,Дънни платки,Дънна платка GIGABYTE A320M-S2H
Гейминг хардуер,"
Gigabyte H310M H
",125.88,GA-MB-H310M-H,Дънни платки,Дънна платка GIGABYTE H310M-H
Гейминг хардуер,"
GIGABYTE A320M-H
",115.13,GA-MB-A320M-H,Дънни платки,Дънна платка GIGABYTE A320M-H
Гейминг хардуер,"
Biostar Intel Celeron J1800
",123.11,BIO-MB-J1800NH3,Дънни платки,"Дънна платка Biostar Intel Celeron J1800, Mini-ITX, 2xSO-DIMM DDR3L"
Гейминг хардуер,"
BIOSTAR H310MHP
",114.55,BIO-MB-H310MHP,Дънни платки,"Дънна платка BIOSTAR H310MHP, Intel H310, sock. 1151, Ver 7.X"
Гейминг хардуер,"
ASUS TPM-SPI
",36.0,ASUS-TPM-SPI,Дънни платки,Защитен модул ASUS TPM-SPI
Гейминг хардуер,"
GIGABYTE GC-TPM2.0 SPI 2.0
",26.69,GA-GC-TPM2-0-SPI,Дънни платки,Защитен модул Gigabyte GC-TPM2.0 SPI 2.0
Гейминг хардуер,"
Gigabyte GC-TPM2.0_S
",26.69,GA-GC-TPM2.0-S,Дънни платки,Защитен модул Gigabyte GC-TPM2.0_S
Гейминг хардуер,"
ASUS TPM-M R2.0
",36.0,ASUS-TPM-M-R2.0,Дънни платки,Защитен модул ASUS TPM-M R2.0
Гейминг хардуер,"
Team Group Elite 8GB 2666 MHz
",58.12,TEAM-RAM-DDR4-8GB-2666,Памети,"Памет Team Group Elite 8GB, 1.2V"
Гейминг хардуер,"
Kingston 4GB 3200MHz
",51.26,KIN-RAM-KVR32S22S6-4,Памети,"Памет Kingston 4GB, SODIMM, DDR4, PC4-25600, 3200MHz, CL22 KVR32S22S6/4"
Гейминг хардуер,"
Kingston 4GB 3200 MHz
",49.78,KIN-RAM-KVR32N22S6-4,Памети,Памет Kingston 4GB
Гейминг хардуер,"
Kingston 4GB 2666 MHz
",49.31,KIN-RAM-KVR26S19S6-4,Памети,Памет Kingston 4GB
Гейминг хардуер,"
Kingston 4GB 2666 MHz
",49.31,KIN-RAM-KVR26N19S6-4,Памети,Памет Kingston 4GB
Гейминг хардуер,"
Team Group Elite 4GB 2666 MHz
",44.34,TEAM-RAM-DDR4-4GB-2666-EX,Памети,"Памет Team Group Elite DDR4 4GB 2666MHz, CL19-19-19-43 1.2V"
Гейминг хардуер,"
Silicon Power 4GB 2666MHz
",43.5,SLP-RAM-004GBLFU266X02,Памети,Памет Silicon Power 4GB DDR4 PC4-21333 2666MHz CL19 SP004GBLFU266X02
Гейминг хардуер,"
Team Group Elite 4GB 2400 MHz
",43.26,TEAM-RAM-4-SDM-4GB-2400,Памети,Памет Team Group Elite SO-DIMM 4GB CL16-16-16-39 1.2V
Гейминг хардуер,"
Kingston 2GB 1600 MHz
",43.1,KIN-RAM-KVR16S11S6-2,Памети,Памет Kingston 2GB
Гейминг хардуер,"
Silicon Power 4GB 2666MHz
",39.05,SLP-RAM-004GBSFU266X02,Памети,Памет Silicon Power 4GB SODIMM DDR4 PC4-21333 2666MHz CL19 SP004GBSFU266X02
Гейминг хардуер,"
Silicon Power 4GB 1600MHz
",39.44,SLP-RAM-004GBSTU160N02,Памети,Памет Silicon Power 4GB SODIMM DDR3 PC4-12800 1600MHz CL11 SP004GBSTU160N02
Гейминг хардуер,"
Silicon Power 4GB 2400MHz
",38.78,SLP-RAM-004GBLFU240X02,Памети,Памет Silicon Power 4GB DDR4 PC4-19200 2400MHz CL17 SP004GBLFU240X02
Гейминг хардуер,"
Silicon Power 4GB 1600MHz
",36.48,SLP-RAM-004GLSTU160N02,Памети,Памет Silicon Power 4GB SODIMM DDR3L PC4-12800 1600MHz CL11 SP004GLSTU160N02
Гейминг хардуер,"
Silicon Power 4GB 1600MHz
",36.48,SLP-RAM-004GBLTU160N02,Памети,Памет Silicon Power 4GB DDR3 PC3-12800 1600MHz CL11 SP004GBLTU160N02
Гейминг хардуер,"
Silicon Power 2GB 1600MHz
",35.68,SLP-RAM-002GBLTU160V02,Памети,Памет Silicon Power 2GB DDR3 PC3-12800 1600MHz CL11 SP002GBLTU160V02
Гейминг хардуер,"
Silicon Power 2GB 1600MHz
",35.54,SLP-RAM-002GBSTU160V02,Памети,Памет Silicon Power 2GB SODIMM DDR3 PC4-12800 1600MHz CL11 SP002GBSTU160V02
Гейминг хардуер,"
Team Group Elite 1GB 400 MHz
",35.4,TEAM-RAM-DDR-1GB,Памети,"Памет Team Group Elite 1GB, 2.6V"
Гейминг хардуер,"
Team Group Elite 4GB 1600 MHz
",35.48,TEAM-RAM-DDR3-4GB,Памети,"Памет Team Group Elite 4GB, 1.5V"
Гейминг хардуер,"
Team Group Elite 1GB 800 MHz
",31.2,TEAM-RAM-DDR2-1GB-CL6,Памети,"Памет Team Group Elite DDR2-800, 1GB, CL6-6-6-18 1.8V"
Гейминг хардуер,"
Intel Pentium Gold G5600F
",195.72,INTEL-G5600F-BOX,Процесори,"Процесор Intel Pentium Gold G5600F, 3.9GHz, 4MB, 54W, LGA1151, BOX"
Гейминг хардуер,"
Intel Core i3-10100F
",171.83,INTEL-I3-10100F-BOX,Процесори,"Процесор Intel Comet Lake-S Core I3-10100F 4 cores, 3.6Ghz (Up to 4.30Ghz), 6MB, 65W, LGA1200, BOX"
Гейминг хардуер,"
Intel Core i3-10105F Tray
",186.6,INTEL-I3-10105F-TRAY,Процесори,"Процесор Intel Comet Lake-S Core I3-10105F, 4 cores, 3.7Ghz (Up to 4.40Ghz) 6MB, 65W, LGA1200, TRAY"
Гейминг хардуер,"
Intel Pentium Gold G6405
",140.74,INTEL-G6405-BOX,Процесори,"Процесор Intel Comet Lake Pentium Gold G6405, 2 Cores, 4.10 GHz, 4MB, 58W, LGA1200, BOX"
Гейминг хардуер,"
Intel Celeron G6900
",133.55,INTEL-G6900-BOX,Процесори,"Процесор Intel Celeron G6900, 3.4GHz, 4MB, 46W, LGA1700, BOX"
Гейминг хардуер,"
Intel Pentium Gold G6405
",133.22,INTEL-G6405-TRAY,Процесори,"Процесор Intel Comet Lake Pentium Gold G6405, 2 Cores, 4.10 GHz, 4MB, 58W, LGA1200, TRAY"
Гейминг хардуер,"
Intel Celeron G5905
",99.91,INTEL-G5905-BOX,Процесори,"Процесор Intel Celeron G5905, Comet Lake, 3.5GHz, 4MB, 58W, FCLGA1200, BOX"
Гейминг хардуер,"
Intel Celeron G5900
",82.8,INTEL-G5900-TRAY,Процесори,"Процесор Intel Comet Lake Celeron G5900, 2 Cores, 3.4 GHz, 4MB, 58W, LGA1200, TRAY"
Гейминг хардуер,"
der8auer RYZEN 3000 OC AIO Mounting Frame
",69.1,TG-FSD8-033,Процесори,der8auer RYZEN 3000 OC AIO Mounting Frame
Гейминг хардуер,"
CableMod Vertical PCI-e Bracket - HDMI + DisplayPort - BLACK
",129.0,CABLEMOD-ZURC-016,Видео карти,"CableMod универсален брекет и кабел за вертикален монтаж за видео карта PCIe x16, 1x DisplayPort, 1x HDMI кабел"
Гейминг хардуер,"
CableMod Vertical PCI-e Bracket - 2 x DisplayPort - BLACK
",129.0,CABLEMOD-ZURC-015,Видео карти,"CableMod универсален брекет и кабел за вертикален монтаж за видео карта PCIe x16, 2x DisplayPort кабел"
Гейминг хардуер,"
BIOSTAR GeForce GT 610 2G
",121.2,BIO-VC-N-VN6103THX6,Видео карти,"Видео карта BIOSTAR GeForce GT 610, 2GB, SDDR3, 64 bit, DVI-I, D-Sub, HDMI VN6103THX6"
Гейминг хардуер,"
Cooler Master Universal Vertical GPU Holder Kit Ver.2
",99.0,CM-MCA-U000R-KFVK01,Видео карти,Cooler Master GPU holder V2 Брекет и кабел за вертикален монтаж на видео карта
Гейминг хардуер,"
BIOSTAR GeForce 210
",85.13,BIO-VC-N-VN2103NHG6,Видео карти,"Видео карта BIOSTAR GeForce 210, 1GB, GDDR3, 64 bit, DVI-I, D-Sub, HDMI"
Гейминг хардуер,"
Phanteks Vertical GPU Kit
",89.0,PHANTEKS-GEPH-104,Видео карти,Phanteks Универсален брекет и кабел за вертикален монтаж за видео карта
Гейминг хардуер,"
Jonsbo VF-1
",64.91,JONSBO-ZURA-256,Видео карти,"Допълнителен охладител за видео карта Jonsbo VF-1 PCI, 3 x 80mm, RGB"
Гейминг хардуер,"
Kolink Externder Riser Cable
",61.69,KOLINK-AC-ZUAD-1106,Видео карти,Кабел за вертикален монтаж за видео карта Kolink Externder Riser Cable 300mm PCI-E x16 3.0
Гейминг хардуер,"
Cooler Master Riser Cable PCIe 3.0 X16 Ver. 2 - 300mm
",75.0,CM-MCA-U000C-KPCI30-300,Видео карти,Kабел за вертикален монтаж за видео карта Cooler Master Universal GPU Extender Riser Cable 300mm PCIE 3.0 x16 ver.2
